freq,WS1,WS2,W1,W2,LS1,LS2,L1,L2,S11r,S11i,S21r,S21i,S31r,S31i,S41r,S41i
2.0,2.8,1.9,2.0,1.6,16.7,20.1,8.0,11.4,-0.4633,0.2065,0.0424,0.1918,-0.2164,0.1894,-0.2588,-0.7322
2.0,3.4,4.9,3.0,2.0,7.9,7.4,41.6,15.7,-0.481,0.0881,-0.2444,-0.3749,0.2546,0.4815,-0.5005,0.0384
2.0,3.1,1.3,1.0,2.7,19.8,2.1,40.2,15.7,-0.7766,0.4834,-0.2398,0.1304,0.0907,0.2577,0.0299,0.0217
2.0,2.2,1.8,1.7,4.1,7.6,12.4,27.1,26.8,-0.2057,-0.0218,-0.6498,-0.0811,-0.0732,0.6087,0.0399,-0.3671
2.0,4.9,3.4,3.6,2.9,16.2,21.8,9.0,31.2,-0.7044,0.4528,-0.0209,-0.046,0.025,0.081,-0.2922,-0.4421
2.0,3.7,1.3,3.7,3.4,16.3,14.1,7.4,33.5,-0.711,0.3598,-0.0192,0.1913,-0.1053,0.1313,-0.2134,-0.4972
2.0,3.1,1.6,3.9,4.6,3.3,13.5,6.4,4.1,-0.7526,0.2886,0.0656,-0.3229,0.0305,-0.3697,0.041,-0.3157
2.0,4.2,2.6,3.2,4.5,4.3,8.9,12.6,21.5,-0.1745,0.6001,-0.2691,-0.1911,-0.5569,-0.2742,0.1086,-0.3075
2.0,2.2,4.5,3.2,2.4,4.0,21.1,29.4,40.1,-0.6673,-0.4365,-0.0524,0.1328,0.0621,-0.0737,-0.327,0.4465
2.0,3.8,2.8,2.5,3.0,16.6,18.7,14.0,41.0,-0.4501,-0.0004,-0.4563,0.1729,0.4846,-0.0126,-0.5191,0.1669
2.0,1.8,2.0,2.4,3.5,4.3,14.6,11.0,10.2,-0.4736,0.6525,-0.0237,-0.2901,-0.254,-0.3799,-0.0543,-0.2187
2.0,1.8,3.9,3.0,1.0,8.0,20.7,8.8,16.4,-0.2533,-0.0778,0.0319,0.032,-0.1201,0.0703,0.2815,-0.9053
2.0,4.3,2.1,2.6,1.5,20.7,4.8,28.4,13.0,-0.9468,0.2656,-0.0893,0.02,0.0454,0.1034,0.0131,0.0576
2.0,3.0,4.4,2.2,4.4,18.7,4.0,42.2,39.8,-0.8513,0.2045,-0.0759,0.3222,0.1141,-0.2292,-0.0482,0.2142
2.0,1.2,2.3,1.7,1.9,21.5,19.0,14.8,43.8,-0.8078,0.0278,-0.1172,0.371,0.1649,-0.2185,-0.126,0.2752
2.0,4.0,3.0,4.9,1.5,16.5,2.9,43.1,16.7,-0.8859,-0.0484,-0.2289,-0.0853,0.2318,0.1006,-0.0864,0.2728
2.0,4.4,1.3,3.1,2.8,7.2,14.0,5.3,5.2,-0.7,0.3689,-0.0099,-0.3583,-0.0367,-0.3882,0.0438,-0.2969
2.0,4.1,3.3,1.4,2.9,4.9,18.5,42.9,30.2,-0.3367,-0.219,-0.1992,0.2373,0.2383,-0.1501,-0.6044,0.5247
2.0,3.8,2.3,3.6,3.2,9.2,4.9,35.5,19.3,-0.6042,-0.1464,-0.1467,-0.327,0.0938,0.5856,-0.3486,0.0307
2.0,4.0,2.6,4.9,2.8,12.9,5.4,35.8,25.8,-0.6914,-0.1141,-0.347,-0.2181,0.3482,0.2968,-0.3015,0.1774
2.0,1.3,2.7,1.1,1.6,15.7,21.0,19.5,29.5,-0.1483,-0.3851,-0.1362,0.157,0.1603,-0.0297,-0.8234,0.2264
2.0,2.9,1.3,1.1,1.1,21.0,18.9,4.1,16.5,-0.5763,0.7152,0.021,0.0777,-0.0132,0.0674,-0.2812,-0.2346
2.0,1.9,3.0,4.7,4.4,11.6,3.4,21.8,14.7,-0.1093,0.4673,-0.0108,-0.3076,-0.686,-0.2446,-0.2742,-0.239
2.0,4.3,3.7,4.1,1.0,7.4,14.7,25.6,17.4,-0.2891,0.129,-0.0458,-0.2601,0.0054,0.3934,-0.6067,-0.5434
2.0,1.9,1.9,1.3,4.7,15.8,17.8,33.9,7.4,-0.633,0.4948,-0.2854,-0.4678,-0.0198,0.1481,0.0143,0.1487
2.0,4.7,4.9,2.1,3.9,2.3,16.0,4.6,43.6,-0.7323,0.343,0.0156,0.2522,-0.0243,0.2231,-0.1314,-0.4521
2.0,4.9,3.8,1.4,4.5,7.7,17.8,31.6,41.5,-0.8267,0.0541,0.0142,0.4027,0.0763,-0.1976,-0.0813,0.2863
2.0,1.0,1.5,1.8,1.6,11.0,19.1,12.8,20.9,0.0727,-0.006,-0.0494,-0.0667,-0.3887,0.3937,0.0038,-0.8153
2.0,1.1,2.3,2.6,4.2,16.9,12.1,10.4,23.2,-0.1906,0.3682,-0.3637,0.0879,-0.5981,0.0208,0.0954,-0.5541
2.0,4.8,4.8,1.5,1.1,5.9,14.6,12.1,40.2,-0.3831,0.1362,-0.0338,-0.2241,-0.0001,0.5403,-0.4934,-0.4795
2.0,1.1,3.8,1.9,2.2,19.2,11.6,11.6,4.1,-0.3986,0.57,0.1226,-0.2492,-0.3695,-0.2926,-0.3505,-0.29
2.0,4.0,3.5,2.7,1.6,9.9,19.1,43.6,10.1,-0.085,0.1564,-0.2686,0.0011,0.2811,0.0459,-0.8879,0.0471
2.0,4.1,3.9,4.5,3.8,8.5,9.1,6.9,6.9,-0.7418,0.3795,-0.0424,-0.3185,-0.0785,-0.3632,0.0357,-0.2454
2.0,1.3,4.9,2.0,4.0,19.3,2.4,23.8,19.3,-0.5255,-0.0983,-0.5407,-0.3833,-0.2938,0.3486,0.0021,0.2226
2.0,4.2,1.5,1.6,4.6,15.9,2.4,13.6,32.3,-0.7061,0.0159,-0.4097,0.0032,-0.0332,0.5584,0.0201,0.0626
2.0,2.2,4.7,3.3,3.0,9.3,21.2,39.5,38.7,-0.9136,-0.1306,-0.0047,0.0772,0.0126,-0.0507,-0.0587,0.3504
2.0,2.8,4.1,4.5,2.0,6.0,8.3,41.3,22.3,-0.3469,0.0626,-0.3503,-0.2967,0.3553,0.3335,-0.6375,0.092
2.0,2.4,1.7,3.7,1.2,6.8,18.1,35.6,13.1,-0.317,0.2152,-0.2075,-0.2398,0.1996,0.3447,-0.6593,-0.3801
2.0,3.6,2.4,2.4,1.8,6.8,11.8,34.2,7.0,-0.1149,0.2779,-0.2461,-0.6735,-0.5201,0.2705,0.0049,0.1865
2.0,3.9,1.4,3.0,4.9,19.7,2.6,25.2,35.4,-0.8462,0.2051,-0.3164,0.1096,0.3196,0.0746,-0.1005,0.0477
2.0,3.4,3.0,1.2,3.0,8.0,2.3,38.8,21.2,-0.47,-0.0797,-0.5099,-0.0485,0.0418,0.6867,-0.0916,-0.0958
2.0,4.7,1.0,4.6,1.7,2.5,20.0,42.9,29.7,-0.1838,-0.1689,-0.2863,0.0304,0.2897,-0.0125,-0.7989,0.338
2.0,1.4,4.4,2.3,2.5,3.5,7.5,31.3,28.6,-0.3745,-0.0703,-0.354,-0.1898,0.2083,0.5803,-0.4275,-0.3431
2.0,4.8,4.0,2.2,1.2,6.1,2.8,16.9,6.0,-0.2841,0.4758,0.0453,-0.3889,-0.3164,-0.4387,-0.2007,-0.448
2.0,1.1,2.9,3.5,4.2,14.7,18.9,36.7,26.3,-0.213,-0.2028,-0.3334,0.1177,0.342,-0.0217,-0.779,0.1972
2.0,2.2,4.6,3.6,2.8,18.2,21.8,28.5,26.1,-0.8532,-0.3148,-0.0065,0.0354,0.0093,-0.0192,-0.1426,0.3674
2.0,4.2,3.4,2.4,2.4,21.6,2.9,16.3,40.2,-0.8997,0.3612,-0.1437,0.0535,0.1546,0.0358,-0.0044,0.0489
2.0,4.4,3.6,4.3,4.6,20.8,12.4,19.8,4.1,-0.9441,0.1591,-0.1187,-0.2108,-0.0358,0.0094,0.0193,0.1181
2.0,1.8,4.7,4.7,3.4,5.5,14.1,30.6,39.3,-0.3414,-0.0528,-0.4661,0.0794,0.4687,0.0698,-0.6441,0.0156
2.0,1.0,1.7,1.6,3.7,7.2,19.1,8.4,41.0,-0.5986,0.0696,-0.1841,-0.0648,0.0769,0.6369,-0.1404,-0.3791
2.0,1.5,2.8,2.7,2.7,8.0,15.4,20.6,21.2,-0.1046,-0.111,-0.2005,-0.2133,-0.2298,0.6116,-0.0927,-0.6628
2.0,2.0,3.7,1.4,5.0,4.9,2.4,4.4,39.0,-0.255,0.5567,-0.4574,0.1084,-0.4702,0.1001,0.3042,-0.2705
2.0,4.5,2.5,3.4,3.5,18.9,18.9,16.9,7.5,-0.7371,-0.1336,-0.2555,-0.1257,0.0111,0.5643,-0.1036,0.0182
2.0,4.2,3.3,3.7,4.0,14.0,5.3,35.4,42.3,-0.6734,-0.0306,-0.3249,0.3566,0.3521,-0.2017,-0.2923,0.2266
2.0,2.2,1.8,4.0,3.0,9.8,14.7,19.8,36.3,-0.5794,-0.0141,-0.2379,-0.267,0.1552,0.5665,-0.3233,-0.2724
2.0,4.3,2.4,4.4,1.3,7.9,17.7,40.0,38.2,-0.6781,-0.3396,-0.1512,0.1665,0.1563,-0.1344,-0.3104,0.4717
2.0,2.6,1.2,2.9,1.8,6.8,17.7,26.7,23.4,-0.2702,-0.0219,-0.2095,-0.2629,0.1138,0.5174,-0.5634,-0.4487
2.0,3.0,2.7,2.2,2.9,18.1,13.4,31.3,39.4,-0.8854,0.0835,-0.0871,0.3177,0.1203,-0.1773,-0.0592,0.201
2.0,3.7,3.5,5.0,3.4,19.4,4.5,28.4,21.0,-0.9493,-0.0116,-0.1414,-0.0728,0.1273,0.1814,-0.0361,0.1221
2.0,4.0,3.8,4.9,2.5,12.4,17.5,6.9,16.6,-0.716,-0.0329,-0.0665,0.1376,-0.0856,0.1153,0.0639,-0.6566
2.0,1.7,2.6,3.9,4.0,4.5,14.3,18.7,23.5,-0.0116,-0.0585,-0.0236,-0.1074,-0.6247,0.4715,0.0115,-0.5954
2.0,3.0,3.5,3.4,1.7,6.0,6.4,27.3,18.4,-0.1413,-0.1114,0.0952,-0.179,-0.3537,0.5257,-0.5713,-0.4307
2.0,2.9,2.2,3.6,3.6,19.2,9.6,10.0,20.6,-0.3653,0.4335,-0.043,0.1797,-0.2905,0.1332,-0.5149,-0.5039
2.0,1.0,3.7,3.7,2.1,10.0,14.0,24.1,19.2,-0.3261,-0.0266,-0.036,-0.2594,-0.1149,0.5402,-0.3697,-0.6082
2.0,5.0,1.5,4.4,1.6,18.7,3.8,42.4,6.4,-0.9538,0.1098,-0.0977,-0.1105,0.1045,0.1507,-0.0141,0.129
2.0,1.3,4.8,2.8,4.8,5.4,3.9,27.9,15.2,-0.2044,0.2747,0.0233,-0.6896,-0.5305,0.1272,-0.2621,0.1735
2.0,4.0,3.1,3.8,2.6,18.1,19.2,40.4,7.3,-0.7027,-0.1642,-0.2632,0.2415,0.2742,-0.1851,-0.271,0.3696
2.0,1.2,3.9,1.9,1.1,16.6,11.1,16.2,17.3,-0.0039,-0.0784,0.0397,-0.0559,-0.3614,0.4316,-0.6451,-0.485
2.0,3.3,1.5,3.6,2.8,5.3,19.5,35.6,32.5,-0.2406,-0.175,-0.3715,0.0867,0.3782,0.0082,-0.7517,0.1936
2.0,1.6,3.1,1.6,2.4,4.1,4.2,31.6,10.5,-0.0855,0.3228,0.0059,-0.6719,-0.5463,0.0807,-0.3386,0.0888
2.0,4.2,2.0,4.2,2.5,8.9,6.5,40.6,21.0,-0.5706,-0.0303,-0.2972,-0.3469,0.3037,0.4043,-0.4165,0.1594
2.0,1.8,1.5,4.5,2.8,12.2,16.2,34.4,37.5,-0.4764,-0.1692,-0.4454,0.1254,0.4504,-0.0267,-0.5154,0.2146
2.0,4.5,2.1,1.9,2.5,11.6,17.7,24.5,21.5,-0.2986,-0.0952,-0.452,-0.0339,0.4007,0.3403,-0.6168,-0.1376
2.0,1.7,2.7,1.2,1.4,17.4,21.0,36.2,27.6,-0.9075,-0.0749,0.0081,0.1074,0.0144,-0.0583,-0.0414,0.3697
2.0,2.3,3.2,1.0,4.4,4.4,20.3,43.7,26.0,-0.0626,0.0864,-0.2115,0.157,0.2776,-0.0153,-0.8942,0.11
2.0,4.2,4.7,4.6,1.3,14.6,21.1,25.5,32.5,-0.6097,-0.4951,-0.0286,0.0472,0.03,-0.0287,-0.3876,0.4587
2.0,3.9,2.6,3.6,3.4,6.2,14.9,31.2,16.1,-0.4423,-0.0757,-0.2008,-0.2325,-0.0127,0.6342,-0.2434,-0.4763
2.0,1.5,3.1,4.9,2.4,7.1,3.8,43.7,16.9,-0.5334,0.0937,-0.1159,-0.4696,0.12,0.4899,-0.4384,0.1279
2.0,4.9,2.4,2.6,4.5,5.4,16.9,20.4,12.3,-0.2135,0.4932,-0.0457,-0.6539,-0.4535,0.1739,-0.0498,0.1683
2.0,4.8,2.1,4.8,3.9,9.4,6.7,20.7,43.0,-0.7161,0.2155,-0.2727,-0.0534,0.2278,0.3988,-0.2134,-0.3131
2.0,3.4,5.0,2.8,1.2,17.8,15.5,37.1,35.0,-0.9679,0.0425,-0.0117,0.0962,0.02,-0.0607,0.0009,0.2001
2.0,3.9,1.2,2.8,4.6,15.4,3.6,6.3,38.0,-0.6416,0.354,-0.1148,0.3018,-0.1865,0.2497,-0.118,-0.49
2.0,2.6,2.5,4.7,2.6,9.5,8.9,34.9,21.7,-0.4998,-0.0407,-0.2051,-0.398,0.199,0.5068,-0.4906,-0.0004
2.0,2.5,2.6,4.0,1.8,16.8,18.2,27.8,36.2,-0.7623,-0.3347,-0.1586,0.197,0.1618,-0.1253,-0.2325,0.3631
2.0,4.8,4.8,1.8,4.9,15.6,8.0,10.8,8.6,-0.3088,0.6091,0.0823,-0.2014,-0.3889,-0.2024,-0.4709,-0.2483
2.0,4.8,3.7,1.1,3.5,18.4,3.9,31.0,34.2,-0.7534,0.4617,-0.1689,0.3244,0.2325,-0.1078,-0.05,0.082
2.0,1.8,3.3,4.9,2.8,16.7,21.7,8.9,23.8,-0.7823,0.1593,0.0156,-0.0477,-0.024,0.102,-0.1225,-0.5714
2.0,4.3,1.7,4.2,2.4,7.9,12.0,8.8,39.6,-0.6522,0.2033,-0.0165,0.2638,-0.2089,0.1599,-0.1205,-0.6094
2.0,1.8,3.1,4.8,4.8,14.3,17.4,5.1,29.2,-0.7522,-0.047,-0.1054,0.1878,-0.1108,0.1794,0.0999,-0.5691
2.0,4.2,2.3,3.7,4.2,18.0,15.3,23.4,16.3,-0.8385,-0.0755,-0.2482,-0.1217,0.174,0.389,-0.1175,0.0832
2.0,4.0,3.1,4.7,3.4,18.9,9.3,17.0,6.3,-0.4556,-0.2538,-0.0517,-0.4918,-0.3231,0.1324,-0.3777,0.4296
2.0,1.7,4.0,4.1,4.4,6.6,9.4,5.5,15.6,-0.5975,0.4894,-0.2008,-0.352,-0.2121,-0.3671,0.2169,-0.0893
2.0,2.8,2.9,2.2,4.7,5.1,5.9,14.4,25.6,0.0913,0.4631,-0.1149,-0.3312,-0.763,-0.002,-0.1896,-0.1499
2.0,4.6,3.0,3.8,2.3,10.1,20.5,37.2,9.2,-0.2154,0.2783,-0.2048,-0.052,0.2079,0.1434,-0.7691,-0.3897
2.0,4.9,2.5,2.0,4.7,9.1,8.6,16.5,4.5,-0.3795,0.4628,0.2522,-0.2791,-0.3924,-0.2847,-0.4143,-0.2953
2.0,2.0,3.3,4.1,4.7,20.4,18.7,20.6,37.1,-0.8156,-0.1835,-0.1623,0.2735,0.173,-0.1755,-0.1704,0.2932
2.0,3.7,4.8,2.4,2.6,19.2,21.9,28.1,21.8,-0.9753,0.125,0.0044,0.0202,-0.0001,-0.0081,0.0167,0.1483
2.0,3.5,2.3,4.4,2.2,2.3,15.4,18.3,26.2,-0.3454,0.0249,0.155,-0.0384,-0.3488,0.3222,-0.2473,-0.7466
2.0,4.2,3.4,3.8,3.2,8.9,7.9,25.3,14.3,0.0319,-0.1327,-0.1549,-0.263,-0.7122,0.5122,-0.2182,-0.2285
2.0,2.5,3.6,2.6,1.3,4.5,14.1,7.1,28.5,-0.3091,-0.0244,-0.1652,0.1524,-0.2038,0.1277,0.2466,-0.8526
2.0,3.2,2.5,3.7,1.5,6.5,14.9,16.2,21.0,-0.327,0.0727,0.0738,0.1,-0.3043,0.1758,-0.1993,-0.8365
2.0,1.0,2.9,1.4,4.1,3.8,11.3,23.9,15.0,-0.2111,0.4268,-0.1623,-0.7179,-0.355,0.2206,-0.1213,0.1784
2.0,1.9,3.9,4.4,4.4,17.3,7.5,34.5,28.2,-0.6619,-0.0065,-0.4234,-0.1273,0.4228,0.2611,-0.3258,0.0464
2.0,3.2,3.6,1.3,3.2,17.6,5.1,35.7,9.7,-0.7088,0.3317,-0.4454,-0.3456,-0.0877,0.1158,0.0817,0.1797
2.0,2.5,2.4,2.3,1.2,16.6,17.0,8.9,28.4,-0.5039,0.3901,0.0808,0.0902,-0.116,0.0865,-0.4562,-0.5824
2.0,3.5,3.4,3.3,4.9,4.8,11.7,16.2,4.2,-0.5989,0.4809,0.1823,-0.1822,-0.2537,-0.3589,-0.2197,-0.3128
2.0,2.8,1.3,2.7,3.0,6.1,20.9,40.2,18.3,-0.2514,0.3086,-0.2762,-0.096,0.2895,0.2014,-0.7362,-0.2625
2.0,3.6,1.1,2.6,1.3,17.6,6.4,9.0,23.6,-0.5133,0.4779,-0.0563,0.1222,-0.1779,0.0904,-0.4309,-0.5026
2.0,3.8,4.6,4.9,2.4,5.8,6.5,33.9,33.4,-0.4767,-0.0058,-0.3939,-0.246,0.3899,0.3586,-0.5142,-0.0252
2.0,3.1,3.7,3.0,2.1,10.9,2.0,15.8,29.5,-0.057,0.0768,0.0337,0.0629,-0.4847,0.3194,-0.6394,-0.473
2.0,3.1,1.6,3.4,2.2,9.4,20.7,41.1,18.9,-0.1491,-0.1463,-0.2608,0.0597,0.2681,-0.0227,-0.8337,0.3072
2.0,4.4,3.5,4.1,2.8,5.6,13.8,19.8,16.4,-0.0768,-0.0339,0.0377,-0.023,-0.5586,0.3854,-0.0495,-0.7156
2.0,2.0,5.0,3.1,4.3,12.0,15.9,43.7,41.0,-0.876,0.001,-0.0444,0.2559,0.0653,-0.1988,-0.0642,0.3259
2.0,2.7,2.6,4.0,3.7,3.4,2.9,18.3,42.5,-0.6787,0.0919,-0.3028,0.0419,0.0644,0.5068,-0.0531,-0.4046
2.0,1.1,3.8,1.3,2.7,20.9,19.5,19.1,4.3,-0.4954,0.7123,-0.3195,-0.337,-0.016,0.0733,0.0623,0.0704
2.0,1.7,4.9,3.2,4.7,8.8,20.0,11.6,12.5,-0.0479,0.7396,-0.1793,-0.2135,-0.1592,0.0937,0.5648,0.0178
2.0,2.3,4.5,1.7,3.6,3.6,5.1,34.7,26.1,-0.3434,-0.0669,-0.5179,-0.0559,0.0642,0.6599,-0.1245,-0.3669
2.0,2.2,2.3,2.2,1.3,15.0,10.1,42.1,16.8,-0.6079,-0.0699,-0.393,-0.1359,0.4078,0.2048,-0.3513,0.3275
2.0,2.7,1.7,1.1,1.7,13.5,20.6,11.4,31.4,-0.2318,0.2265,-0.2516,-0.059,0.2733,0.282,-0.7281,-0.349
2.0,3.6,3.0,3.6,4.5,16.8,18.1,10.4,5.1,-0.594,0.6278,0.0285,-0.146,-0.2671,-0.2962,-0.1513,-0.2002
2.0,3.0,3.0,3.5,3.4,20.5,10.3,17.8,13.1,-0.8924,-0.0952,-0.2116,-0.0251,-0.0591,0.3052,-0.0182,0.1787
2.0,1.4,4.1,1.3,2.0,4.8,20.7,31.2,27.8,0.029,-0.2073,-0.1081,0.0902,0.1178,0.0279,-0.9297,-0.1919
2.0,3.1,3.0,3.8,4.9,12.0,20.7,27.4,43.4,-0.926,-0.0046,-0.0142,0.2544,0.041,-0.1326,-0.0439,0.1952
2.0,5.0,2.4,4.0,1.8,9.6,15.2,22.6,16.3,-0.2861,-0.0048,0.1071,-0.2685,-0.2149,0.5136,-0.5649,-0.4377
2.0,3.6,1.9,3.9,2.2,3.2,8.0,34.1,42.6,-0.4786,0.1049,-0.4765,0.006,0.4842,0.1741,-0.5013,-0.0699
2.0,2.6,1.1,3.2,1.2,13.2,20.9,6.0,20.7,-0.6843,0.026,-0.0444,0.1118,-0.0709,0.0908,-0.0041,-0.7044
2.0,3.4,2.0,2.8,1.2,12.9,11.8,38.2,30.2,-0.7108,-0.2339,-0.3071,0.1167,0.3147,-0.0532,-0.2737,0.3793
2.0,4.2,4.5,3.5,4.2,15.1,14.6,13.8,18.7,-0.2362,0.0372,0.2375,-0.0698,-0.396,0.441,-0.6062,-0.3755
2.0,2.3,1.1,2.8,2.1,12.5,21.8,31.5,16.1,-0.1178,0.0208,-0.2917,-0.0197,0.2804,0.1662,-0.8377,-0.2542
2.0,1.2,4.1,1.1,4.6,10.4,3.8,21.4,39.9,-0.2517,0.2482,-0.5854,0.3091,0.1024,0.4797,-0.0609,-0.4225
2.0,3.8,3.5,4.6,1.0,7.2,20.5,15.1,4.4,0.1226,0.3123,-0.1754,-0.1646,-0.2462,0.184,0.7551,-0.368
2.0,2.2,2.4,2.0,1.9,7.0,6.2,6.2,9.7,-0.4155,0.4578,-0.0827,-0.4387,-0.1452,-0.4767,0.0992,-0.3945
2.0,4.2,4.4,1.1,3.4,17.7,7.7,10.2,5.4,-0.101,0.4294,0.1669,-0.3252,-0.4537,0.031,-0.6605,0.0653
2.0,3.8,4.3,3.9,2.0,6.6,6.6,21.0,33.8,-0.3266,-0.1561,0.0435,-0.3204,-0.1687,0.6176,-0.5421,-0.2114
2.0,1.8,3.8,1.7,3.9,9.4,7.7,22.8,23.5,-0.0625,0.0578,-0.6208,-0.4195,-0.3643,0.5126,0.126,-0.0684
2.0,3.0,4.5,4.0,3.7,11.8,15.6,20.9,5.4,-0.4502,0.3568,0.1716,-0.5938,-0.4235,0.1399,-0.2078,0.1806
2.0,2.9,3.2,1.8,4.3,19.7,7.8,41.1,12.0,-0.7966,0.2414,-0.3225,0.0939,0.0349,0.4171,0.0313,-0.0299
2.0,4.9,2.3,3.2,5.0,21.5,12.5,14.1,6.2,-0.9352,0.2997,-0.0853,-0.1012,-0.0302,-0.0037,0.0254,0.0785
2.0,3.5,3.5,3.8,2.7,12.3,14.5,10.9,36.5,-0.4227,0.2581,0.2648,0.059,-0.3272,0.2088,-0.501,-0.5126
2.0,3.1,1.4,2.6,2.6,11.5,16.1,43.3,21.9,-0.4368,0.0137,-0.4626,-0.0374,0.4771,0.0891,-0.5133,0.2807
2.0,3.5,4.1,1.4,2.0,16.2,9.6,18.8,14.9,-0.5303,-0.242,-0.453,-0.1336,-0.0958,0.5962,-0.1502,0.169
2.0,2.5,2.9,2.3,1.1,7.9,10.6,12.9,36.7,-0.2046,0.1166,0.1208,0.062,-0.3539,0.3135,-0.503,-0.6592
2.0,2.9,1.7,1.5,2.6,8.3,11.0,31.9,28.6,-0.4488,-0.0522,-0.4885,-0.0167,0.3558,0.4877,-0.3865,-0.1701
2.0,2.1,4.8,4.1,3.8,6.8,13.7,31.3,17.6,-0.5052,0.047,-0.192,-0.204,0.0791,0.5154,-0.2882,-0.5438
2.0,4.1,1.5,4.9,3.3,8.6,20.6,29.4,26.9,-0.1671,0.0242,-0.3353,-0.0743,0.3296,0.1733,-0.8167,-0.1553
2.0,3.4,2.8,1.0,1.3,19.7,16.9,16.4,9.0,-0.7766,0.2637,-0.3398,0.1138,0.3053,0.2713,-0.0738,0.0642
2.0,2.3,4.5,2.3,1.6,10.7,18.0,6.6,41.9,-0.6296,0.3517,0.0722,0.1402,-0.0777,0.0873,-0.3115,-0.5766
2.0,1.4,4.6,4.4,4.9,10.8,5.4,24.7,7.5,-0.3995,0.423,0.314,-0.2724,-0.4672,-0.2349,-0.4141,-0.1916
2.0,4.9,4.7,2.6,1.1,12.7,9.2,15.4,16.5,-0.2012,0.2291,0.0795,0.0881,-0.2763,0.2058,-0.6691,-0.5585
2.0,3.5,3.5,1.7,4.8,11.6,5.6,12.9,10.9,-0.313,0.5735,0.0704,-0.2862,-0.3935,-0.2855,-0.3878,-0.3039
2.0,3.6,1.1,2.1,1.5,6.8,14.5,31.6,18.5,-0.262,-0.1765,-0.2281,-0.2739,0.0573,0.6327,-0.5282,-0.2749
2.0,3.3,2.7,4.8,3.9,7.4,3.4,43.5,17.8,-0.6823,0.0956,-0.1228,-0.4186,0.1304,0.4594,-0.29,0.1205
2.0,1.6,2.9,4.6,2.3,10.2,8.1,14.8,11.5,-0.2667,0.485,-0.2973,-0.2273,-0.5083,-0.3365,0.189,-0.3699
2.0,4.9,4.4,1.2,4.3,12.0,21.6,19.7,37.4,-0.9322,0.113,0.0388,0.123,0.0003,-0.0585,0.0206,0.2794
2.0,3.9,4.0,1.3,2.2,5.3,7.5,33.5,19.7,-0.1309,-0.1643,-0.544,-0.1612,-0.0748,0.7025,-0.1481,-0.3073
2.0,4.3,1.2,3.1,1.8,16.8,18.3,11.1,7.5,-0.2974,0.3902,-0.2498,0.103,-0.5711,0.0375,-0.2115,-0.5417
2.0,3.1,2.8,1.6,1.1,12.2,6.2,14.0,39.5,-0.3805,-0.2345,-0.1508,-0.2345,-0.0313,0.6808,-0.4751,0.0725
2.0,4.6,3.9,3.9,2.1,18.9,14.8,8.3,38.5,-0.6233,0.5254,0.0831,0.0839,-0.0831,0.0187,-0.3623,-0.4116
2.0,2.8,1.4,3.7,1.6,8.8,11.2,34.9,42.9,-0.5166,-0.0832,-0.4655,0.1535,0.4757,-0.0217,-0.4687,0.1626
2.0,1.1,3.4,4.7,1.7,17.0,6.1,29.3,41.1,-0.5957,-0.0588,-0.4636,-0.0723,0.4563,0.2131,-0.3917,0.0336
2.0,1.7,4.2,1.9,4.5,7.7,16.5,29.2,22.1,-0.0574,-0.0015,-0.4279,0.0553,0.0885,0.435,-0.161,-0.7517
2.0,1.9,4.5,3.3,1.7,7.2,3.9,12.5,28.1,-0.2927,0.1604,-0.2189,0.1705,-0.3949,0.1157,-0.0697,-0.793
2.0,3.0,1.2,3.8,4.3,12.8,20.9,30.8,21.9,-0.2905,0.0557,-0.3938,-0.099,0.3791,0.2705,-0.6786,-0.2065
2.0,2.4,2.8,1.4,2.6,11.0,19.2,35.7,14.1,-0.1519,0.0589,-0.3207,0.0844,0.2437,0.3077,-0.5634,-0.6026
2.0,3.5,3.0,3.7,4.4,9.1,9.4,15.8,31.1,-0.2679,-0.2119,0.0309,-0.1911,-0.4088,0.6855,-0.3589,-0.2456
